"","Vaccine.Exemption","Dose","Geography.Type","Geography","School.Year","Estimate....","Population.Size","Percent.Surveyed","Footnotes","Number.of.Exemptions","Survey.Type"
"5027","Polio","","States","Delaware","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"5028","Polio","","States","Missouri","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"5029","Polio","","States","Montana","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"5030","Polio","","States","Nebraska","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"5031","Polio","","States","Nevada","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"5032","Polio","","States","New Hampshire","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"5033","Polio","","States","New Jersey","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"5034","Polio","","States","New Mexico","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"5035","Polio","","States","New York","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"5036","Polio","","States","North Carolina","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"5037","Polio","","States","North Dakota","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"5038","Polio","","States","Ohio","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"5039","Polio","","States","Oklahoma","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"5040","Polio","","States","Oregon","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"5041","Polio","","States","Pennsylvania","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"5042","Exemption","Any Exemption","States","Oregon","2012-13","6.5","47102","NULL","†","3082","Census"
"5043","Exemption","Any Exemption","States","Connecticut","2012-13","1.7","41604","NULL","†","725","Census"
"5044","Exemption","Any Exemption","States","Nebraska","2012-13","1.7","24999","NULL","†","418","Census"
"5045","Exemption","Any Exemption","States","Iowa","2012-13","1.7","41701","NULL","†","688","Census"
"5046","Exemption","Any Exemption","States","District of Columbia","2012-13","1.6","7842","NULL","NULL","128","Census"
"5047","Exemption","Any Exemption","States","Minnesota","2012-13","1.6","73310","NULL","§","1181","Census"
"5048","Exemption","Any Exemption","States","Massachusetts","2012-13","1.5","79661","NULL","†","1216","Census"
"5049","Exemption","Any Exemption","States","New Jersey","2012-13","1.4","122516","NULL","†","1719","Census"
"5050","Polio","","States","Washington","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"5051","Polio","","States","West Virginia","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"5052","Polio","","States","Wisconsin","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"5053","Polio","","States","Wyoming","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"5054","Polio","","States","Illinois","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"5055","Polio","","States","Arizona","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"5056","Polio","","States","Alaska","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"5057","Polio","","States","Minnesota","2011-12","95.8","71213","99.2","NULL","NULL","Census"
"5058","Polio","","States","Michigan","2011-12","95.9","124962","100","*","NULL","Census"
